"","sesID","sesType","sesPart1Len","sesPart2Len","unlockingTime"
"142",327,"USES",13674,14177,0.503
"143",329,"USES",40240,41362,1.122
"144",331,"USES",222606,223706,1.1
"145",333,"USES",106258,107102,0.844
"146",335,"USES",87264,88190,0.926
"147",337,"USES",8547,9242,0.695
"148",339,"USES",9994,11051,1.057
"149",341,"USES",32127,32979,0.852
"150",343,"USES",1294865,1297015,2.15
"151",345,"USES",59060,60004,0.944
"152",347,"USES",1486240,1487111,0.871
"153",349,"USES",546779,547875,1.096
"154",352,"USES",5257,5721,0.464
"155",354,"USES",7404,7915,0.511
"156",356,"USES",18646,19038,0.392
"157",358,"USES",11953,14044,2.091
"158",360,"USES",1123,2160,1.037
"159",363,"USES",53634,54256,0.622
"160",365,"USES",112953,114447,1.494
"161",367,"USES",8761,9442,0.681
"162",369,"USES",43380,43769,0.389
"163",371,"USES",21921,23147,1.226
"164",374,"USES",36862,37669,0.807
"165",376,"USES",14114,14962,0.848
"166",378,"USES",1880,2897,1.017
"167",380,"USES",34674,36061,1.387
"168",383,"USES",1834,3261,1.427
"169",386,"USES",12706,13649,0.943
"170",388,"USES",47392,48037,0.645
"171",391,"USES",16405,17386,0.981
"172",393,"USES",6394,7162,0.768
"173",395,"USES",9556,10317,0.761
"174",400,"USES",7246,7957,0.711
"175",404,"USES",24186,28156,3.97
"176",406,"USES",18256,19213,0.957
"177",408,"USES",265146,269120,3.974
"178",411,"USES",23381,24446,1.065
"179",413,"USES",2642144,2642741,0.597
"180",415,"USES",34590,35514,0.924
"181",417,"USES",707157,708690,1.533
"182",421,"USES",3638,5428,1.79
"183",423,"USES",18340,19087,0.747
"184",426,"USES",9660,10586,0.926
"185",428,"USES",120550,121236,0.686
"186",430,"USES",36661,37530,0.869
"187",433,"USES",9013,9636,0.623
"188",435,"USES",50153,51092,0.939
"189",437,"USES",22531,23471,0.94
"190",439,"USES",199674,200911,1.237
"191",443,"USES",3421,5511,2.09
"192",445,"USES",68593,69548,0.955
"193",447,"USES",57296,58213,0.917
"194",449,"USES",24356,25428,1.072
"195",452,"USES",7936,8806,0.87
"196",454,"USES",6635,7598,0.963
"197",457,"USES",7311,8703,1.392
"198",459,"USES",11215,12777,1.562
"199",461,"USES",376119,376857,0.738
"200",463,"USES",2527,3460,0.933
"201",466,"USES",2827,3467,0.64
"202",468,"USES",1736,2771,1.035
"203",470,"USES",763474,764254,0.78
"204",472,"USES",170965,171911,0.946
"205",474,"USES",106588,108039,1.451
"206",476,"USES",1168040,1169070,1.03
"207",478,"USES",14781,16019,1.238
"208",480,"USES",5987,6828,0.841
"209",482,"USES",30591,31404,0.813
"210",485,"USES",37686,39290,1.604
"211",488,"USES",7682,8508,0.826
"212",494,"USES",12166,13340,1.174
"213",496,"USES",13074,14410,1.336
"214",498,"USES",12042,13063,1.021
"215",501,"USES",174488,175100,0.612
"216",503,"USES",10887,12310,1.423
"217",506,"USES",12774,14409,1.635
"218",508,"USES",110388,111516,1.128
"219",510,"USES",30537,31457,0.92
"220",512,"USES",6685,7481,0.796
"221",515,"USES",10123,11442,1.319
"222",518,"USES",2469,3643,1.174
"223",520,"USES",88483,89171,0.688
"224",524,"USES",34366,35348,0.982
"225",527,"USES",155438,156570,1.132
"226",529,"USES",301161,302183,1.022
"227",532,"USES",7155,8336,1.181
"228",534,"USES",2514,3204,0.69
"229",536,"USES",22571,23604,1.033
"230",538,"USES",55621,56311,0.69
"231",540,"USES",36201,37008,0.807
"232",543,"USES",20363,21259,0.896
"233",546,"USES",7258,8574,1.316
"234",548,"USES",507617,508426,0.809
"235",550,"USES",32648,34201,1.553
"236",552,"USES",188526,189309,0.783
"237",554,"USES",109630,111282,1.652
"238",556,"USES",195065,196184,1.119
"239",558,"USES",259048,259735,0.687
"240",560,"USES",11172,16381,5.209
"241",562,"USES",15480,17335,1.855
"242",564,"USES",16510,17899,1.389
"243",566,"USES",16905,18433,1.528
"244",569,"USES",6666,7309,0.643
"245",571,"USES",763310,773650,10.34
"246",573,"USES",1580712,1584415,3.703
"247",575,"USES",1033213,1034675,1.462
"248",577,"USES",626802,629716,2.914
"249",580,"USES",677920,679078,1.158
"250",582,"USES",9786,10805,1.019
"251",585,"USES",20220,21146,0.926
"252",589,"USES",63022,63714,0.692
"253",592,"USES",34043,34684,0.641
"254",594,"USES",7965,8654,0.689
"255",601,"USES",7435,8715,1.28
"256",603,"USES",75839,77464,1.625
"257",607,"USES",48393,49256,0.863
"258",609,"USES",3137,3640,0.503
"259",611,"USES",6351,6802,0.451
"260",613,"USES",6781,7292,0.511
"261",615,"USES",7084,12944,5.86
"262",617,"USES",43635,44994,1.359
"263",619,"USES",25088,25816,0.728
"264",621,"USES",18920,20110,1.19
"265",623,"USES",83932,86973,3.041
"266",625,"USES",7080,9284,2.204
"267",627,"USES",5475,6316,0.841
"268",630,"USES",39570,40047,0.477
"269",632,"USES",670024,671174,1.15
"270",634,"USES",197599,198687,1.088
"271",636,"USES",10567,11596,1.029
"272",638,"USES",6612,8218,1.606
"273",640,"USES",8003,10752,2.749
"274",642,"USES",25497,26211,0.714
"275",644,"USES",27641,28263,0.622
"276",646,"USES",33048,33694,0.646
"277",649,"USES",136414,137550,1.136
"278",651,"USES",5950,6579,0.629
"279",653,"USES",2198,7150,4.952
"280",655,"USES",11288,12162,0.874
"281",657,"USES",24655,26850,2.195
"282",659,"USES",43208,43687,0.479
"283",661,"USES",807355,808703,1.348
"284",663,"USES",2216,4050,1.834
"285",665,"USES",6029,6655,0.626
"286",667,"USES",5385,6120,0.735
"287",669,"USES",6293,7329,1.036
"288",673,"USES",79318,79947,0.629
"289",675,"USES",546760,548199,1.439
"290",677,"USES",240224,241583,1.359
"291",679,"USES",1488855,1490893,2.038
"292",681,"USES",536780,539077,2.297
"293",684,"USES",98820,101540,2.72
"294",687,"USES",24025,26680,2.655
"295",689,"USES",55050,55873,0.823
"296",693,"USES",382399,382892,0.493
"297",695,"USES",5964,9656,3.692
"298",698,"USES",4948,5527,0.579
"299",700,"USES",22808,23999,1.191
"300",702,"USES",62653,69359,6.706
"301",704,"USES",3202,4157,0.955
"302",707,"USES",11673,12494,0.821
"303",709,"USES",101287,101774,0.487
"304",711,"USES",5349,5922,0.573
"305",715,"USES",125464,126043,0.579
"306",717,"USES",22218,23035,0.817
"307",719,"USES",47031,47668,0.637
"308",721,"USES",58354,59086,0.732
"309",723,"USES",4606,5764,1.158
"310",725,"USES",69352,70283,0.931
"311",727,"USES",6950,8429,1.479
"312",730,"USES",39753,40499,0.746
"313",732,"USES",35167,36286,1.119
"314",735,"USES",9900,11419,1.519
"315",737,"USES",24096,25027,0.931
"316",740,"USES",20320,21799,1.479
"317",742,"USES",5701,18044,12.343
"318",746,"USES",52024,61088,9.064
"319",749,"USES",29200,29897,0.697
"320",751,"USES",1886,4264,2.378
"321",753,"USES",76357,76823,0.466
"322",755,"USES",37354,37884,0.53
"323",758,"USES",11918,12897,0.979
"324",760,"USES",17236,18056,0.82
"325",762,"USES",7196,8084,0.888
"326",764,"USES",66008,66407,0.399
"327",767,"USES",169848,170636,0.788
"328",769,"USES",44067,69318,25.251
"329",771,"USES",14284,14844,0.56
"330",774,"USES",13065,13768,0.703
"331",776,"USES",6347,7484,1.137
"332",778,"USES",13797,14605,0.808
"333",780,"USES",4360,5021,0.661
"334",783,"USES",187475,189122,1.647
"335",785,"USES",18884,19555,0.671
"336",787,"USES",304525,305398,0.873
"337",789,"USES",20801,21359,0.558
"338",791,"USES",647954,648560,0.606
"339",793,"USES",8873,9399,0.526
"340",795,"USES",50696,51492,0.796
"341",797,"USES",32270,32900,0.63
"342",799,"USES",299883,310567,10.684
"343",801,"USES",624994,632558,7.564
"344",803,"USES",542984,551799,8.815
"345",807,"USES",652729,653641,0.912
"346",809,"USES",674204,677559,3.355
"347",814,"USES",66199,66553,0.354
"348",819,"USES",610671,611482,0.811
"349",822,"USES",69500,70214,0.714
"350",824,"USES",261505,262713,1.208
"351",826,"USES",44964,45956,0.992
"352",829,"USES",16932,17709,0.777
"353",831,"USES",19005,20135,1.13
"354",833,"USES",32197,32784,0.587
"355",835,"USES",22729,23209,0.48
"356",837,"USES",5466,7016,1.55
"357",839,"USES",22224,22839,0.615
"358",841,"USES",33613,34204,0.591
"359",843,"USES",30938,31640,0.702
"360",845,"USES",248389,253300,4.911
"361",847,"USES",17470,18030,0.56
"362",849,"USES",4812,5898,1.086
"363",851,"USES",30468,31159,0.691
"364",853,"USES",97328,101063,3.735
"365",855,"USES",2692,3616,0.924
"366",857,"USES",4152,5120,0.968
"367",859,"USES",460408,461210,0.802
"368",861,"USES",155196,155966,0.77
"369",863,"USES",56458,57208,0.75
"370",865,"USES",62147,62766,0.619
"371",867,"USES",26999,27862,0.863
"372",872,"USES",7817,8495,0.678
"373",874,"USES",56248,56857,0.609
"374",876,"USES",5128,6509,1.381
"375",878,"USES",121295,124212,2.917
"376",880,"USES",619827,620464,0.637
"377",883,"USES",5600,9308,3.708
"378",887,"USES",279414,282101,2.687
"379",889,"USES",6551,7711,1.16
"380",891,"USES",112231,112899,0.668
"381",893,"USES",2376,3277,0.901
"382",895,"USES",46248,46874,0.626
"383",897,"USES",34840,35532,0.692
"384",900,"USES",83469,84096,0.627
"385",906,"USES",60274,60900,0.626
"386",908,"USES",3763,4313,0.55
"387",911,"USES",398203,398787,0.584
"388",914,"USES",65036,65806,0.77
"389",916,"USES",20164,24044,3.88
"390",918,"USES",18817,19300,0.483
"391",920,"USES",4196,5052,0.856
"392",922,"USES",30368,31343,0.975
"393",925,"USES",7914,9228,1.314
"394",927,"USES",8811,10704,1.893
"395",929,"USES",34890,35351,0.461
"396",931,"USES",18858,19389,0.531
"397",933,"USES",4122,4782,0.66
"398",936,"USES",10816,11291,0.475
"399",938,"USES",10228,11455,1.227
"400",940,"USES",26451,27877,1.426
"401",942,"USES",5573,6493,0.92
"402",945,"USES",30643,31181,0.538
"403",947,"USES",37409,37900,0.491
"404",949,"USES",31496,32045,0.549
"405",951,"USES",28943,30229,1.286
"406",953,"USES",137831,138341,0.51
"407",955,"USES",17005,17882,0.877
"408",957,"USES",174286,179384,5.098
"409",959,"USES",9939,11520,1.581
"410",961,"USES",182556,183192,0.636
"411",963,"USES",235521,235745,0.224
"412",965,"USES",153566,157017,3.451
"413",967,"USES",17182,17852,0.67
"414",970,"USES",9944,14762,4.818
"415",972,"USES",307923,315817,7.894
"416",975,"USES",7777,8486,0.709
"417",977,"USES",675308,676435,1.127
"418",979,"USES",571907,575305,3.398
"419",982,"USES",13072,13611,0.539
"420",984,"USES",9121,9888,0.767
"421",986,"USES",11273,12084,0.811
"422",990,"USES",262952,263532,0.58
"423",992,"USES",5536,6183,0.647
"424",994,"USES",18670,19742,1.072
"425",996,"USES",7537,8317,0.78
"426",998,"USES",30720,33726,3.006
"427",1000,"USES",74604,75492,0.888
"428",1002,"USES",2142,2824,0.682
"429",1004,"USES",7704,8484,0.78
"430",1006,"USES",3181,4574,1.393
"431",1008,"USES",67309,67833,0.524
"432",1010,"USES",23586,24373,0.787
"433",1012,"USES",99529,100185,0.656
"434",1014,"USES",23125,23954,0.829
"435",1016,"USES",85072,85646,0.574
"436",1018,"USES",19972,20871,0.899
"437",1020,"USES",12317,13060,0.743
"438",1022,"USES",9485,10042,0.557
"439",1024,"USES",88719,90270,1.551
"440",1026,"USES",34622,35355,0.733
"441",1028,"USES",43535,44448,0.913
"442",1030,"USES",44687,45296,0.609
"443",1032,"USES",3219,4978,1.759
"444",1036,"USES",3543,4720,1.177
"445",1040,"USES",85733,86463,0.73
"446",1042,"USES",735688,742544,6.856
"447",1045,"USES",822278,823629,1.351
"448",1048,"USES",50164,51231,1.067
"449",1051,"USES",50576,52850,2.274
"450",1053,"USES",22506,23129,0.623
"451",1056,"USES",23792,24397,0.605
"452",1059,"USES",12899,14043,1.144
"453",1061,"USES",34668,35095,0.427
"454",1064,"USES",43153,44186,1.033
"455",1066,"USES",18808,19530,0.722
"456",1068,"USES",235056,235593,0.537
"457",1070,"USES",242011,242905,0.894
"458",1072,"USES",309067,309584,0.517
"459",1074,"USES",5624,6113,0.489
"460",1077,"USES",12081,13062,0.981
"461",1079,"USES",510009,510605,0.596
"462",1081,"USES",327466,328221,0.755
"463",1083,"USES",63243,63868,0.625
"464",1085,"USES",16563,17271,0.708
"465",1087,"USES",25468,26339,0.871
"466",1089,"USES",43795,44582,0.787
"467",1091,"USES",16778,17543,0.765
"468",1093,"USES",414021,414899,0.878
"469",1095,"USES",7249,9580,2.331
"470",1097,"USES",3249,4058,0.809
"471",1099,"USES",5121,5943,0.822
"472",1102,"USES",4280,4824,0.544
"473",1104,"USES",6187,10703,4.516
"474",1106,"USES",128925,129360,0.435
"475",1110,"USES",60114,60637,0.523
"476",1113,"USES",10635,11377,0.742
"477",1116,"USES",48206,48778,0.572
"478",1118,"USES",357973,359360,1.387
"479",1120,"USES",120568,121302,0.734
"480",1122,"USES",3087,3662,0.575
"481",1124,"USES",31255,32109,0.854
"482",1126,"USES",146492,148222,1.73
"483",1128,"USES",166284,169095,2.811
"484",1130,"USES",12639,13304,0.665
"485",1132,"USES",166364,167921,1.557
"486",1134,"USES",40356,41138,0.782
"487",1136,"USES",23064,24652,1.588
"488",1138,"USES",26915,27277,0.362
"489",1140,"USES",352441,353269,0.828
"490",1142,"USES",116570,120036,3.466
"491",1144,"USES",18202,18912,0.71
"492",1146,"USES",39720,40262,0.542
"493",1148,"USES",168881,171192,2.311
"494",1150,"USES",3976,5194,1.218
"495",1153,"USES",326630,327253,0.623
"496",1155,"USES",605039,605608,0.569
"497",1158,"USES",193702,194244,0.542
"498",1160,"USES",153563,154068,0.505
"499",1164,"USES",32041,44838,12.797
"500",1167,"USES",101260,103854,2.594
"501",1173,"USES",455020,457114,2.094
"502",1175,"USES",20119,20916,0.797
"503",1177,"USES",48765,49635,0.87
"504",1179,"USES",44207,45003,0.796
"505",1181,"USES",198683,199206,0.523
"506",1184,"USES",28677,29593,0.916
"507",1186,"USES",14738,15408,0.67
"508",1188,"USES",9097,9618,0.521
"509",1190,"USES",2474,3922,1.448
"510",1192,"USES",17891,18929,1.038
"511",1194,"USES",162555,163047,0.492
"512",1197,"USES",2707,8730,6.023
"513",1199,"USES",81798,82497,0.699
"514",1201,"USES",9583,10526,0.943
"515",1203,"USES",22009,23537,1.528
"516",1205,"USES",35786,36539,0.753
"517",1207,"USES",27234,27866,0.632
"518",1209,"USES",8748,9830,1.082
"519",1211,"USES",4521,5188,0.667
"520",1216,"USES",221431,222094,0.663
"521",1219,"USES",164768,167202,2.434
"522",1221,"USES",1969,5489,3.52
"523",1223,"USES",46708,48082,1.374
"524",1226,"USES",1770,2221,0.451
"525",1228,"USES",22610,23343,0.733
"526",1230,"USES",62981,63524,0.543
"527",1232,"USES",315204,315930,0.726
"528",1234,"USES",43917,44562,0.645
"529",1238,"USES",9149,9778,0.629
"530",1243,"USES",29438,30220,0.782
"531",1247,"USES",85431,85965,0.534
"532",1250,"USES",28361,29052,0.691
"533",1252,"USES",9294,11224,1.93
"534",1254,"USES",3767,4959,1.192
"535",1256,"USES",195861,196469,0.608
"536",1258,"USES",63275,65823,2.548
"537",1260,"USES",11331,12306,0.975
"538",1263,"USES",20938,21457,0.519
"539",1265,"USES",32125,32700,0.575
"540",1267,"USES",56170,64404,8.234
"541",1269,"USES",4018749,4020629,1.88
"542",1271,"USES",22404,23070,0.666
"543",1273,"USES",21093,21907,0.814
"544",1275,"USES",30816,33801,2.985
"545",1277,"USES",317304,321678,4.374
"546",1279,"USES",49944,50712,0.768
"547",1281,"USES",15469,16269,0.8
"548",1283,"USES",90293,90895,0.602
"549",1285,"USES",116776,118063,1.287
"550",1288,"USES",338359,339196,0.837
"551",1290,"USES",565532,566404,0.872
"552",1292,"USES",22169,22958,0.789
"553",1294,"USES",17680,18204,0.524
"554",1296,"USES",792839,793498,0.659
"555",1299,"USES",10530,11437,0.907
"556",1301,"USES",17243,20793,3.55
"557",1303,"USES",8355,9998,1.643
"558",1305,"USES",42258,51728,9.47
"559",1309,"USES",451789,452706,0.917
"560",1314,"USES",32378,33002,0.624
"561",1316,"USES",28429,29151,0.722
"562",1318,"USES",19026,19999,0.973
"563",1321,"USES",18247,19117,0.87
"564",1323,"USES",113948,114688,0.74
"565",1325,"USES",4223,5688,1.465
"566",1327,"USES",5104,5937,0.833
"567",1329,"USES",20492,25604,5.112
"568",1331,"USES",25315,25989,0.674
"569",1333,"USES",15988,16793,0.805
"570",1335,"USES",33813,33969,0.156
"571",1337,"USES",11453,11975,0.522
"572",1340,"USES",10858,11658,0.8
"573",1342,"USES",18261,18773,0.512
"574",1345,"USES",23737,24847,1.11
"575",1347,"USES",115598,118047,2.449
"576",1350,"USES",31032,31786,0.754
"577",1352,"USES",22154,22707,0.553
"578",1354,"USES",19751,20677,0.926
"579",1356,"USES",41678,42519,0.841
"580",1358,"USES",62415,63048,0.633
"581",1360,"USES",44090,44777,0.687
"582",1362,"USES",12808,13705,0.897
"583",1364,"USES",29829,30691,0.862
"584",1366,"USES",9941,10476,0.535
"585",1368,"USES",35193,35778,0.585
"586",1370,"USES",12484,13236,0.752
"587",1372,"USES",4250,5051,0.801
"588",1376,"USES",8982,9908,0.926
"589",1379,"USES",8817,9510,0.693
"590",1381,"USES",30617,31193,0.576
"591",1384,"USES",192098,193409,1.311
"592",1386,"USES",14935,17076,2.141
"593",1391,"USES",493033,493768,0.735
"594",1393,"USES",6483,7357,0.874
"595",1395,"USES",138949,139699,0.75
"596",1397,"USES",135058,136172,1.114
"597",1399,"USES",7257,8194,0.937
"598",1401,"USES",14517,15257,0.74
"599",1403,"USES",11040,12146,1.106
"600",1405,"USES",4483,5223,0.74
"601",1409,"USES",37099,38640,1.541
"602",1411,"USES",4918,5602,0.684
"603",1414,"USES",19327,19855,0.528
"604",1416,"USES",96358,97156,0.798
"605",1418,"USES",20202,21078,0.876
"606",1420,"USES",25346,26131,0.785
"607",1422,"USES",65266,67258,1.992
"608",1424,"USES",12110,13944,1.834
"609",1426,"USES",144655,145290,0.635
"610",1428,"USES",2782,3354,0.572
"611",1435,"USES",2486,3220,0.734
"612",1437,"USES",12787,14690,1.903
"613",1439,"USES",12497,15104,2.607
"614",1441,"USES",11612,12353,0.741
"615",1443,"USES",4076,21341,17.265
"616",1445,"USES",11391,13644,2.253
"617",1447,"USES",20661,21461,0.8
"618",1450,"USES",119712,120698,0.986
"619",1453,"USES",12264,13091,0.827
"620",1455,"USES",33608,34520,0.912
"621",1459,"USES",61297,62017,0.72
"622",1461,"USES",39332,40754,1.422
"623",1464,"USES",23922,24673,0.751
"624",1466,"USES",14383,18170,3.787
"625",1468,"USES",19561,23162,3.601
"626",1470,"USES",12788,15079,2.291
"627",1472,"USES",25531,26687,1.156
"628",1474,"USES",15922,16637,0.715
"629",1476,"USES",31250,38487,7.237
"630",1478,"USES",277723,288054,10.331
"631",1480,"USES",605912,610349,4.437
"632",1482,"USES",244045,245716,1.671
"633",1485,"USES",256597,258157,1.56
"634",1488,"USES",19412,20008,0.596
"635",1490,"USES",34652,35825,1.173
"636",1494,"USES",5612,6496,0.884
"637",1498,"USES",33802,34539,0.737
"638",1500,"USES",2502,4285,1.783
"639",1507,"USES",254205,255329,1.124
"640",1511,"USES",5270,6789,1.519
"641",1514,"USES",2349,3135,0.786
"642",1516,"USES",26193,26926,0.733
"643",1518,"USES",147256,148423,1.167
"644",1520,"USES",3258,4175,0.917
"645",1522,"USES",12821,13650,0.829
"646",1524,"USES",8177,9028,0.851
"647",1526,"USES",10608,11525,0.917
"648",1529,"USES",56256,57640,1.384
"649",1532,"USES",8016,8572,0.556
"650",1535,"USES",36819,37536,0.717
"651",1538,"USES",40709,41707,0.998
"652",1540,"USES",5795,6567,0.772
"653",1542,"USES",54919,55731,0.812
"654",1544,"USES",107924,108870,0.946
"655",1546,"USES",13715,15430,1.715
"656",1548,"USES",138967,139527,0.56
"657",1550,"USES",113870,114578,0.708
"658",1552,"USES",366741,367644,0.903
"659",1554,"USES",7120,7866,0.746
"660",1556,"USES",23994,24677,0.683
"661",1559,"USES",11110,11909,0.799
"662",1561,"USES",2789,3549,0.76
"663",1563,"USES",577878,579263,1.385
"664",1565,"USES",39197,39948,0.751
"665",1567,"USES",11934,12759,0.825
"666",1569,"USES",19842,20401,0.559
"667",1571,"USES",7271,8029,0.758
"668",1573,"USES",11377,12094,0.717
"669",1575,"USES",19597,20379,0.782
"670",1578,"USES",1233088,1233956,0.868
"671",1580,"USES",16590,19281,2.691
"672",1583,"USES",367646,368291,0.645
"673",1585,"USES",3201,4668,1.467
"674",1587,"USES",673725,674308,0.583
"675",1591,"USES",38099,39856,1.757
"676",1594,"USES",34341,35319,0.978
"677",1596,"USES",179575,180305,0.73
"678",1598,"USES",39736,40577,0.841
"679",1600,"USES",51838,52489,0.651
"680",1602,"USES",7408,8290,0.882
"681",1604,"USES",30539,31774,1.235
"682",1606,"USES",159537,160378,0.841
"683",1608,"USES",20278,20863,0.585
"684",1610,"USES",30123,30696,0.573
"685",1612,"USES",69042,69658,0.616
"686",1614,"USES",8849,10191,1.342
"687",1617,"USES",9652,11286,1.634
"688",1620,"USES",326307,327008,0.701
"689",1623,"USES",23777,24493,0.716
"690",1625,"USES",50034,50705,0.671
"691",1627,"USES",3468,5892,2.424
"692",1629,"USES",68111,68893,0.782
"693",1631,"USES",30707,32613,1.906
"694",1633,"USES",16018,16540,0.522
"695",1636,"USES",16267,17632,1.365
"696",1639,"USES",8397,9489,1.092
"697",1641,"USES",1139879,1140735,0.856
"698",1643,"USES",6580,7196,0.616
"699",1645,"USES",876075,877221,1.146
"700",1647,"USES",69134,69612,0.478
"701",1649,"USES",105814,106732,0.918
"702",1651,"USES",341461,342079,0.618
"703",1653,"USES",107709,108541,0.832
"704",1655,"USES",28127,29078,0.951
"705",1657,"USES",21214,22818,1.604
"706",1659,"USES",36230,37408,1.178
"707",1661,"USES",763668,764244,0.576
"708",1664,"USES",23026,24093,1.067
"709",1666,"USES",150735,152292,1.557
"710",1668,"USES",331005,332034,1.029
"711",1670,"USES",2328,3434,1.106
"712",1672,"USES",656821,658238,1.417
"713",1675,"USES",7034,7763,0.729
"714",1677,"USES",15178,15809,0.631
"715",1681,"USES",64126,67122,2.996
"716",1688,"USES",42328,43139,0.811
