"","sesID","sesType","sesPart1Len","sesPart2Len","unlockingTime"
"328",849,"USES",21823,22740,0.917
"329",851,"USES",13044,13634,0.59
"330",853,"USES",18726,19914,1.188
"331",857,"USES",113344,113993,0.649
"332",859,"USES",43455,44337,0.882
"333",861,"USES",108835,109671,0.836
"334",863,"USES",10343,11353,1.01
"335",869,"USES",6376,7708,1.332
"336",871,"USES",32969,33624,0.655
"337",873,"USES",16755,17695,0.94
"338",876,"USES",46681,47115,0.434
"339",878,"USES",86095,86776,0.681
"340",880,"USES",110642,111293,0.651
"341",882,"USES",30368,31238,0.87
"342",884,"USES",8688,9181,0.493
"343",887,"USES",28371,29102,0.731
"344",889,"USES",210039,211029,0.99
"345",891,"USES",16856,17485,0.629
"346",893,"USES",40603,41620,1.017
"347",895,"USES",23204,23681,0.477
"348",897,"USES",9059,9684,0.625
"349",899,"USES",15602,16224,0.622
"350",901,"USES",32423,34698,2.275
"351",903,"USES",61238,61887,0.649
"352",905,"USES",69008,69505,0.497
"353",907,"USES",33516,33909,0.393
"354",911,"USES",96490,96911,0.421
"355",913,"USES",42416,43051,0.635
"356",915,"USES",4110,5242,1.132
"357",917,"USES",192240,193628,1.388
"358",922,"USES",7675,8314,0.639
"359",926,"USES",466403,467035,0.632
"360",928,"USES",91718,92330,0.612
"361",932,"USES",715524,716995,1.471
"362",934,"USES",27300,27723,0.423
"363",936,"USES",2685,3206,0.521
"364",938,"USES",6340,7633,1.293
"365",940,"USES",37485,43389,5.904
"366",943,"USES",30310,31206,0.896
"367",947,"USES",23145,23899,0.754
"368",951,"USES",849222,851015,1.793
"369",953,"USES",20192,20818,0.626
"370",955,"USES",29546,30881,1.335
"371",957,"USES",15777,16821,1.044
"372",959,"USES",14446,19939,5.493
"373",961,"USES",25222,25685,0.463
"374",963,"USES",11113,11819,0.706
"375",965,"USES",24655,25305,0.65
"376",967,"USES",27460,27999,0.539
"377",969,"USES",3119,3745,0.626
"378",971,"USES",4972,6796,1.824
"379",973,"USES",42266,43409,1.143
"380",975,"USES",33870,35075,1.205
"381",977,"USES",1554,2463,0.909
"382",979,"USES",13208,26680,13.472
"383",982,"USES",23598,24718,1.12
"384",984,"USES",18208,19117,0.909
"385",987,"USES",59007,60931,1.924
"386",989,"USES",600728,601355,0.627
"387",991,"USES",10810,12896,2.086
"388",993,"USES",16107,19372,3.265
"389",995,"USES",104637,110835,6.198
"390",997,"USES",58070610,58071272,0.662
"391",999,"USES",7303,8755,1.452
"392",1001,"USES",17638,18852,1.214
"393",1003,"USES",28406,29643,1.237
"394",1006,"USES",3965,4838,0.873
"395",1008,"USES",16462,17255,0.793
"396",1010,"USES",9753,10673,0.92
"397",1012,"USES",27009,27741,0.732
"398",1017,"USES",136989,137747,0.758
"399",1019,"USES",71417,72138,0.721
"400",1021,"USES",1302149,1302846,0.697
"401",1023,"USES",15809,16570,0.761
"402",1025,"USES",7584,8508,0.924
"403",1027,"USES",39883,40573,0.69
"404",1029,"USES",92885,96211,3.326
"405",1031,"USES",27258,28253,0.995
"406",1033,"USES",17075,18139,1.064
"407",1036,"USES",91748,92825,1.077
"408",1038,"USES",92107,93062,0.955
"409",1042,"USES",1277817,1279235,1.418
"410",1050,"USES",2776971,2778333,1.362
"411",1053,"USES",12355,13986,1.631
"412",1055,"USES",37608,39374,1.766
"413",1060,"USES",2533,8398,5.865
"414",1062,"USES",26677,27486,0.809
"415",1067,"USES",225724,226506,0.782
"416",1070,"USES",3187,4080,0.893
"417",1072,"USES",4719,5900,1.181
"418",1077,"USES",6520,7516,0.996
"419",1079,"USES",13508,14398,0.89
"420",1081,"USES",21353,22057,0.704
"421",1083,"USES",10266,11977,1.711
"422",1085,"USES",11481,12655,1.174
"423",1088,"USES",235396,236388,0.992
"424",1091,"USES",294238,294974,0.736
"425",1093,"USES",36781,37497,0.716
"426",1095,"USES",50503,51222,0.719
"427",1097,"USES",5958,6793,0.835
"428",1099,"USES",34866,35747,0.881
"429",1105,"USES",44522,45781,1.259
"430",1107,"USES",2856,4220,1.364
"431",1109,"USES",3243,3964,0.721
"432",1112,"USES",139094,139958,0.864
"433",1114,"USES",16447,30041,13.594
"434",1116,"USES",23124,24491,1.367
"435",1123,"USES",4492,5618,1.126
"436",1125,"USES",13405,14441,1.036
"437",1127,"USES",39998,40729,0.731
"438",1134,"USES",9602,13935,4.333
"439",1136,"USES",43445,44174,0.729
"440",1138,"USES",10935,12580,1.645
"441",1145,"USES",784972,785947,0.975
"442",1149,"USES",1658625,1659630,1.005
"443",1152,"USES",247687,249229,1.542
"444",1154,"USES",76762,77621,0.859
"445",1158,"USES",4447,5553,1.106
"446",1160,"USES",11877,12512,0.635
"447",1162,"USES",21963,22857,0.894
"448",1164,"USES",68896,69910,1.014
"449",1166,"USES",64080,65323,1.243
"450",1169,"USES",31228,31830,0.602
"451",1171,"USES",25470,26130,0.66
"452",1174,"USES",340328,341129,0.801
"453",1176,"USES",9558,10658,1.1
"454",1180,"USES",4427,5608,1.181
"455",1185,"USES",75041,76060,1.019
"456",1187,"USES",196575,198113,1.538
"457",1189,"USES",9364,10265,0.901
"458",1191,"USES",48144,48788,0.644
"459",1193,"USES",14100,15166,1.066
"460",1196,"USES",20933,21819,0.886
"461",1199,"USES",4285,5028,0.743
"462",1201,"USES",49708,50897,1.189
"463",1203,"USES",33509,34120,0.611
"464",1205,"USES",3971,4860,0.889
"465",1208,"USES",48172,49256,1.084
"466",1214,"USES",8718,9534,0.816
"467",1216,"USES",2336,3309,0.973
"468",1218,"USES",4532,5937,1.405
"469",1222,"USES",187524,188834,1.31
"470",1226,"USES",5653,6749,1.096
"471",1228,"USES",6170,7103,0.933
"472",1231,"USES",739165,740298,1.133
"473",1233,"USES",12230,14815,2.585
"474",1236,"USES",14127,15007,0.88
"475",1246,"USES",9833,16509,6.676
"476",1249,"USES",96706,97768,1.062
"477",1251,"USES",1020717,1021543,0.826
"478",1253,"USES",8086,8730,0.644
"479",1256,"USES",17434,18126,0.692
"480",1259,"USES",26451,27153,0.702
"481",1262,"USES",5074,6075,1.001
"482",1266,"USES",34153,35382,1.229
"483",1269,"USES",7547,8405,0.858
"484",1271,"USES",47299,48273,0.974
"485",1273,"USES",72895,73832,0.937
"486",1275,"USES",104365,106443,2.078
"487",1277,"USES",99135,99880,0.745
"488",1282,"USES",49012,49802,0.79
"489",1284,"USES",72779,73447,0.668
"490",1286,"USES",18218,18795,0.577
"491",1288,"USES",12959,13827,0.868
"492",1290,"USES",14998,16090,1.092
"493",1292,"USES",14996,15851,0.855
"494",1294,"USES",11017,11902,0.885
"495",1296,"USES",8831,11370,2.539
"496",1298,"USES",16063,16753,0.69
"497",1300,"USES",20381,21421,1.04
"498",1302,"USES",32568,35726,3.158
"499",1304,"USES",8209,9159,0.95
"500",1306,"USES",11945,12821,0.876
"501",1310,"USES",36018,36876,0.858
"502",1312,"USES",44528,45286,0.758
"503",1314,"USES",10947,13121,2.174
"504",1316,"USES",10208,11306,1.098
"505",1319,"USES",268303,269176,0.873
"506",1321,"USES",81472,82281,0.809
"507",1323,"USES",77712,78681,0.969
"508",1325,"USES",56210,56959,0.749
"509",1327,"USES",384251,385069,0.818
"510",1329,"USES",65255,67062,1.807
"511",1331,"USES",27010,30037,3.027
"512",1333,"USES",27395,28251,0.856
"513",1335,"USES",29279,29970,0.691
"514",1337,"USES",80762,82007,1.245
"515",1339,"USES",7129,7889,0.76
"516",1341,"USES",114442,115817,1.375
"517",1344,"USES",95016,95814,0.798
"518",1346,"USES",24406,25435,1.029
"519",1348,"USES",80775,82333,1.558
"520",1350,"USES",33569,33579,0.01
"521",1353,"USES",268341,269945,1.604
"522",1355,"USES",25887,26626,0.739
"523",1357,"USES",93998,94870,0.872
"524",1359,"USES",52766,53664,0.898
"525",1361,"USES",4283,5747,1.464
"526",1363,"USES",105603,106309,0.706
"527",1365,"USES",30759,31540,0.781
"528",1367,"USES",752819,753851,1.032
"529",1369,"USES",20983,21711,0.728
"530",1371,"USES",57315,58017,0.702
"531",1373,"USES",23038,23739,0.701
"532",1375,"USES",13771,14890,1.119
"533",1377,"USES",8971,9656,0.685
"534",1379,"USES",4049,4775,0.726
"535",1381,"USES",532733,533524,0.791
"536",1383,"USES",13470,14109,0.639
"537",1385,"USES",10377,11426,1.049
"538",1387,"USES",22995,23609,0.614
"539",1390,"USES",44814,45376,0.562
"540",1392,"USES",13727,15157,1.43
"541",1394,"USES",101952,102910,0.958
"542",1396,"USES",17570,18361,0.791
"543",1398,"USES",4562,5934,1.372
"544",1400,"USES",2107,3566,1.459
"545",1402,"USES",94962,95825,0.863
"546",1404,"USES",5337,6717,1.38
"547",1406,"USES",15346,16232,0.886
"548",1408,"USES",8191,9304,1.113
"549",1410,"USES",76802,99937,23.135
"550",1412,"USES",12859,13847,0.988
"551",1414,"USES",5990,7039,1.049
"552",1417,"USES",54071,55264,1.193
"553",1419,"USES",33253,33933,0.68
"554",1421,"USES",5034,5732,0.698
"555",1423,"USES",47986,48582,0.596
"556",1425,"USES",18907,19614,0.707
"557",1428,"USES",10899,11581,0.682
"558",1430,"USES",16441,18464,2.023
"559",1432,"USES",16380,17202,0.822
"560",1435,"USES",17209,18635,1.426
"561",1437,"USES",16030,16684,0.654
"562",1439,"USES",386640,387729,1.089
"563",1441,"USES",16845,17711,0.866
"564",1443,"USES",37260,37978,0.718
"565",1445,"USES",251825,252384,0.559
"566",1447,"USES",154676,155476,0.8
"567",1449,"USES",5913,6768,0.855
"568",1451,"USES",121637,122343,0.706
"569",1453,"USES",54965,69292,14.327
"570",1455,"USES",138286,139061,0.775
"571",1457,"USES",377732,378450,0.718
"572",1459,"USES",39965,40543,0.578
"573",1461,"USES",27144,27785,0.641
"574",1463,"USES",41149,41976,0.827
"575",1465,"USES",7380,9235,1.855
"576",1470,"USES",194679,196025,1.346
"577",1472,"USES",42137,43230,1.093
"578",1474,"USES",11765,12639,0.874
"579",1478,"USES",151169,152564,1.395
"580",1480,"USES",15602,16683,1.081
"581",1482,"USES",47951,49659,1.708
"582",1486,"USES",122618,123634,1.016
"583",1489,"USES",33376,35388,2.012
"584",1497,"USES",14922,16036,1.114
"585",1500,"USES",17068,19774,2.706
"586",1502,"USES",15390,16512,1.122
"587",1504,"USES",38473,39029,0.556
"588",1506,"USES",12751,13549,0.798
"589",1508,"USES",183673,184545,0.872
"590",1510,"USES",4112,5696,1.584
"591",1513,"USES",6878,8199,1.321
"592",1515,"USES",62065,63081,1.016
"593",1517,"USES",69777,70960,1.183
"594",1519,"USES",6308,7330,1.022
"595",1524,"USES",4559,6069,1.51
"596",1526,"USES",85517,86745,1.228
"597",1528,"USES",14186,14775,0.589
"598",1530,"USES",59408,60196,0.788
"599",1532,"USES",10709,13078,2.369
"600",1534,"USES",10822,11537,0.715
"601",1536,"USES",58939,59782,0.843
"602",1538,"USES",6856,7751,0.895
"603",1540,"USES",3469,4776,1.307
"604",1544,"USES",4110,5237,1.127
"605",1546,"USES",81409,82290,0.881
"606",1550,"USES",227023,228184,1.161
"607",1552,"USES",55330,56145,0.815
"608",1554,"USES",48536,49327,0.791
"609",1560,"USES",137406,140037,2.631
"610",1562,"USES",36427,37272,0.845
"611",1564,"USES",4867,5480,0.613
"612",1566,"USES",31261,31869,0.608
"613",1568,"USES",2680,3360,0.68
"614",1570,"USES",25148,25947,0.799
"615",1572,"USES",7471,8959,1.488
"616",1574,"USES",21953,22591,0.638
"617",1576,"USES",17333,18103,0.77
"618",1578,"USES",48757,49506,0.749
"619",1580,"USES",16368,17634,1.266
"620",1584,"USES",18903,22697,3.794
"621",1586,"USES",198718,199956,1.238
"622",1588,"USES",10259,11772,1.513
"623",1591,"USES",80785,81647,0.862
"624",1593,"USES",4022,4518,0.496
"625",1595,"USES",3068,3665,0.597
"626",1597,"USES",18201,19003,0.802
"627",1599,"USES",3017,4724,1.707
"628",1603,"USES",2584,3245,0.661
"629",1605,"USES",23289,24576,1.287
"630",1607,"USES",64763,65452,0.689
"631",1609,"USES",25728,27161,1.433
"632",1613,"USES",46912,47908,0.996
"633",1615,"USES",22635,24533,1.898
"634",1618,"USES",17026,19704,2.678
"635",1621,"USES",61785,61786,0.001
"636",1624,"USES",61517,63409,1.892
"637",1627,"USES",135727,136397,0.67
"638",1629,"USES",51353,55922,4.569
"639",1632,"USES",7393,8034,0.641
"640",1634,"USES",336078,336868,0.79
"641",1638,"USES",40326,44095,3.769
"642",1640,"USES",24009,24673,0.664
"643",1642,"USES",18004,18785,0.781
"644",1644,"USES",55314,55994,0.68
"645",1646,"USES",25094,25778,0.684
"646",1648,"USES",123690,124487,0.797
"647",1650,"USES",278324,279795,1.471
"648",1652,"USES",444291,446160,1.869
"649",1654,"USES",4922,5428,0.506
"650",1656,"USES",45592,46226,0.634
"651",1658,"USES",2662,3413,0.751
"652",1660,"USES",570236,570811,0.575
"653",1662,"USES",588101,589063,0.962
"654",1664,"USES",202080,203475,1.395
"655",1666,"USES",32341,33008,0.667
"656",1669,"USES",83914,84574,0.66
"657",1671,"USES",60470,61276,0.806
"658",1673,"USES",45132,45921,0.789
"659",1675,"USES",6806,7864,1.058
"660",1677,"USES",19243,21059,1.816
"661",1679,"USES",53136,53688,0.552
"662",1681,"USES",15664,16440,0.776
"663",1684,"USES",312274,312952,0.678
"664",1686,"USES",156850,157539,0.689
"665",1688,"USES",40823,41590,0.767
"666",1690,"USES",54961,55640,0.679
"667",1692,"USES",7997,9366,1.369
"668",1694,"USES",4621,6355,1.734
"669",1697,"USES",76561,77513,0.952
"670",1699,"USES",3853,4542,0.689
"671",1701,"USES",154979,155890,0.911
"672",1703,"USES",4734,6119,1.385
"673",1708,"USES",47164,48800,1.636
"674",1711,"USES",194084,194709,0.625
"675",1713,"USES",22451,23268,0.817
"676",1716,"USES",9390,9392,0.002
"677",1718,"USES",4085,4950,0.865
"678",1720,"USES",118575,119353,0.778
"679",1722,"USES",185541,186166,0.625
"680",1726,"USES",33529,34333,0.804
"681",1728,"USES",8446,9212,0.766
"682",1733,"USES",602507,603428,0.921
"683",1735,"USES",35525,36122,0.597
"684",1737,"USES",11279,13807,2.528
"685",1739,"USES",18206,22477,4.271
"686",1742,"USES",11206,13087,1.881
"687",1745,"USES",4447,5066,0.619
"688",1748,"USES",10692,11208,0.516
"689",1752,"USES",4406,18897,14.491
"690",1754,"USES",6619,7338,0.719
"691",1756,"USES",66418,66432,0.014
"692",1760,"USES",2401067,2401076,0.009
"693",1763,"USES",7556,8359,0.803
"694",1765,"USES",4928,5886,0.958
"695",1768,"USES",11318,13751,2.433
"696",1770,"USES",12993,14291,1.298
"697",1773,"USES",7138,8414,1.276
"698",1776,"USES",549596,550460,0.864
"699",1779,"USES",8670,10342,1.672
"700",1784,"USES",93610,94970,1.36
"701",1786,"USES",48976,49681,0.705
"702",1788,"USES",17240,17953,0.713
"703",1790,"USES",49487,50142,0.655
"704",1792,"USES",84520,85256,0.736
"705",1794,"USES",32448185,32448703,0.518
"706",1796,"USES",46745,47788,1.043
"707",1800,"USES",4279,4751,0.472
"708",1804,"USES",37134,38183,1.049
"709",1806,"USES",226565,227325,0.76
"710",1808,"USES",10045,11746,1.701
"711",1810,"USES",10878,11318,0.44
"712",1813,"USES",184630,185284,0.654
"713",1815,"USES",10097,15404,5.307
"714",1819,"USES",11071,11847,0.776
"715",1823,"USES",192532,193161,0.629
